typeID,typeName,groupID,groupName,marketGroupID,marketGroupName,mass,volume,capacity,portionSize,raceID,basePrice,published
30103,OLD Proteus Propulsion - Interdiction Nullifier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,64500,0
30106,OLD Loki Propulsion - Chassis Optimization,955,Depricated Subsystems,,NA,1400000,40,0,1,2,6450,0
30107,OLD Loki Propulsion - Chassis Optimization Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,64500,0
30108,OLD Loki Propulsion - Intercalated Nanofibers,955,Depricated Subsystems,,NA,1400000,40,0,1,2,6450,0
30109,OLD Loki Propulsion - Intercalated Nanofibers Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,64500,0
30110,OLD Loki Propulsion - Fuel Catalyst,955,Depricated Subsystems,,NA,1400000,40,0,1,2,6450,0
30111,OLD Loki Propulsion - Fuel Catalyst Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,64500,0
30112,OLD Loki Propulsion - Interdiction Nullifier,955,Depricated Subsystems,,NA,1400000,40,0,1,2,6450,0
30113,OLD Loki Propulsion - Interdiction Nullifier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,64500,0
30117,OLD Legion Offensive - Drone Synthesis Projector,955,Depricated Subsystems,,NA,800000,40,0,1,4,,0
30118,OLD Legion Offensive - Assault Optimization,955,Depricated Subsystems,,NA,800000,40,0,1,4,,0
30119,OLD Legion Offensive - Liquid Crystal Magnifiers,955,Depricated Subsystems,,NA,800000,40,0,1,4,,0
30120,OLD Legion Offensive - Covert Reconfiguration,955,Depricated Subsystems,,NA,800000,40,0,1,4,,0
30122,OLD Tengu Offensive - Accelerated Ejection Bay,955,Depricated Subsystems,,NA,800000,40,0,1,1,,0
30123,OLD Tengu Offensive - Rifling Launcher Pattern,955,Depricated Subsystems,,NA,800000,40,0,1,1,,0
30124,OLD Tengu Offensive - Magnetic Infusion Basin,955,Depricated Subsystems,,NA,800000,40,0,1,1,,0
30125,OLD Tengu Offensive - Covert Reconfiguration,955,Depricated Subsystems,,NA,800000,40,0,1,1,,0
30127,OLD Proteus Offensive - Dissonic Encoding Platform,955,Depricated Subsystems,,NA,800000,40,0,1,8,,0
30128,OLD Proteus Offensive - Hybrid Propulsion Armature,955,Depricated Subsystems,,NA,800000,40,0,1,8,,0
30129,OLD Proteus Offensive - Drone Synthesis Projector,955,Depricated Subsystems,,NA,800000,40,0,1,8,,0
30130,OLD Proteus Offensive - Covert Reconfiguration,955,Depricated Subsystems,,NA,800000,40,0,1,8,,0
30132,OLD Loki Offensive - Turret Concurrence Registry,955,Depricated Subsystems,,NA,800000,40,0,1,2,,0
30133,OLD Loki Offensive - Projectile Scoping Array,955,Depricated Subsystems,,NA,800000,40,0,1,2,,0
30134,OLD Loki Offensive - Hardpoint Efficiency Configuration,955,Depricated Subsystems,,NA,800000,40,0,1,2,,0
30135,OLD Loki Offensive - Covert Reconfiguration,955,Depricated Subsystems,,NA,800000,40,0,1,2,,0
30139,OLD Tengu Engineering - Power Core Multiplier,955,Depricated Subsystems,,NA,1200000,40,0,1,1,,0
30140,OLD Tengu Engineering - Power Core Multiplier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30141,OLD Tengu Engineering - Augmented Capacitor Reservoir,955,Depricated Subsystems,,NA,1200000,40,0,1,1,,0
30142,OLD Tengu Engineering - Augmented Capacitor Reservoir Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30143,OLD Tengu Engineering - Capacitor Regeneration Matrix,955,Depricated Subsystems,,NA,1200000,40,0,1,1,,0
30144,OLD Tengu Engineering - Capacitor Regeneration Matrix Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30145,OLD Tengu Engineering - Supplemental Coolant Injector,955,Depricated Subsystems,,NA,1200000,40,0,1,1,,0
30146,OLD Tengu Engineering - Supplemental Coolant Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30149,OLD Proteus Engineering - Power Core Multiplier,955,Depricated Subsystems,,NA,1200000,40,0,1,8,,0
30150,OLD Proteus Engineering - Power Core Multiplier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30151,OLD Proteus Engineering - Augmented Capacitor Reservoir,955,Depricated Subsystems,,NA,1200000,40,0,1,8,,0
30152,OLD Proteus Engineering - Augmented Capacitor Reservoir Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30153,OLD Proteus Engineering - Capacitor Regeneration Matrix,955,Depricated Subsystems,,NA,1200000,40,0,1,8,,0
30154,OLD Proteus Engineering - Capacitor Regeneration Matrix Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30155,OLD Proteus Engineering - Supplemental Coolant Injector,955,Depricated Subsystems,,NA,1200000,40,0,1,8,,0
30156,OLD Proteus Engineering - Supplemental Coolant Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30159,OLD Loki Engineering - Power Core Multiplier,955,Depricated Subsystems,,NA,1200000,40,0,1,2,,0
30160,OLD Loki Engineering - Power Core Multiplier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30161,OLD Loki Engineering - Augmented Capacitor Reservoir,955,Depricated Subsystems,,NA,1200000,40,0,1,2,,0
30162,OLD Loki Engineering - Augmented Capacitor Reservoir Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30163,OLD Loki Engineering - Capacitor Regeneration Matrix,955,Depricated Subsystems,,NA,1200000,40,0,1,2,,0
30164,OLD Loki Engineering - Capacitor Regeneration Matrix Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30165,OLD Loki Engineering - Supplemental Coolant Injector,955,Depricated Subsystems,,NA,1200000,40,0,1,2,,0
30166,OLD Loki Engineering - Supplemental Coolant Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30169,OLD Legion Engineering - Power Core Multiplier,955,Depricated Subsystems,,NA,1200000,40,0,1,4,,0
30170,OLD Legion Engineering - Power Core Multiplier Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30171,OLD Legion Engineering - Augmented Capacitor Reservoir,955,Depricated Subsystems,,NA,1200000,40,0,1,4,,0
30172,OLD Legion Engineering - Augmented Capacitor Reservoir Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30173,OLD Legion Engineering - Capacitor Regeneration Matrix,955,Depricated Subsystems,,NA,1200000,40,0,1,4,,0
30174,OLD Legion Engineering - Capacitor Regeneration Matrix Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30175,OLD Legion Engineering - Supplemental Coolant Injector,955,Depricated Subsystems,,NA,1200000,40,0,1,4,,0
30176,OLD Legion Engineering - Supplemental Coolant Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,99200,0
30182,Serpentis Informant,283,Livestock,,NA,80,1,0,1,,,1
30187,Intact Thruster Sections,971,Sleeper Propulsion Relics,1909,Ancient Relics,0,10,0,1,,,1
30188,Sleepless Patroller,983,Deadspace Sleeper Sleepless Patroller,,NA,19000000,19000000,120,1,64,,0
30189,Sleepless Watchman,983,Deadspace Sleeper Sleepless Patroller,,NA,19000000,19000000,120,1,64,,0
30190,Sleepless Escort,983,Deadspace Sleeper Sleepless Patroller,,NA,19000000,19000000,120,1,64,,0
30191,Sleepless Outguard,983,Deadspace Sleeper Sleepless Patroller,,NA,19000000,19000000,120,1,64,,0
30192,Sleepless Defender,982,Deadspace Sleeper Sleepless Defender,,NA,19000000,19000000,120,1,64,,0
30193,Sleepless Upholder,982,Deadspace Sleeper Sleepless Defender,,NA,19000000,19000000,120,1,64,,0
30194,Sleepless Preserver,982,Deadspace Sleeper Sleepless Defender,,NA,19000000,19000000,120,1,64,,0
30195,Sleepless Safeguard,982,Deadspace Sleeper Sleepless Defender,,NA,19000000,19000000,120,1,64,,0
30196,Sleepless Sentinel,959,Deadspace Sleeper Sleepless Sentinel,,NA,19000000,19000000,120,1,64,,0
30197,Sleepless Keeper,959,Deadspace Sleeper Sleepless Sentinel,,NA,19000000,19000000,120,1,64,,0
30198,Sleepless Warden,959,Deadspace Sleeper Sleepless Sentinel,,NA,19000000,19000000,120,1,64,,0
30199,Sleepless Guardian,959,Deadspace Sleeper Sleepless Sentinel,,NA,19000000,19000000,120,1,64,,0
30200,Awakened Patroller,985,Deadspace Sleeper Awakened Patroller,,NA,10900000,109000,120,1,64,,0
30201,Awakened Watchman,985,Deadspace Sleeper Awakened Patroller,,NA,10900000,109000,120,1,64,,0
30202,Awakened Escort,985,Deadspace Sleeper Awakened Patroller,,NA,10900000,109000,120,1,64,,0
30203,Awakened Defender,984,Deadspace Sleeper Awakened Defender,,NA,10900000,109000,120,1,64,,0
30204,Awakened Upholder,984,Deadspace Sleeper Awakened Defender,,NA,10900000,109000,120,1,64,,0
30205,Awakened Preserver,984,Deadspace Sleeper Awakened Defender,,NA,10900000,109000,120,1,64,,0
30206,Awakened Sentinel,960,Deadspace Sleeper Awakened Sentinel,,NA,10900000,109000,120,1,64,,0
30207,Awakened Keeper,960,Deadspace Sleeper Awakened Sentinel,,NA,10900000,109000,120,1,64,,0
30208,Awakened Warden,960,Deadspace Sleeper Awakened Sentinel,,NA,10900000,109000,120,1,64,,0
30209,Emergent Patroller,987,Deadspace Sleeper Emergent Patroller,,NA,1910000,19100,120,1,64,,0
30210,Emergent Watchman,987,Deadspace Sleeper Emergent Patroller,,NA,1910000,19100,120,1,64,,0
30211,Emergent Escort,987,Deadspace Sleeper Emergent Patroller,,NA,1910000,19100,120,1,64,,0
30212,Emergent Defender,986,Deadspace Sleeper Emergent Defender,,NA,1910000,19100,120,1,64,,0
30213,Emergent Upholder,986,Deadspace Sleeper Emergent Defender,,NA,1910000,19100,120,1,64,,0
30214,Emergent Preserver,986,Deadspace Sleeper Emergent Defender,,NA,1910000,19100,120,1,64,,0
30215,Emergent Sentinel,961,Deadspace Sleeper Emergent Sentinel,,NA,1910000,19100,120,1,64,,0
30216,Emergent Keeper,961,Deadspace Sleeper Emergent Sentinel,,NA,1910000,19100,120,1,64,,0
30217,Emergent Warden,961,Deadspace Sleeper Emergent Sentinel,,NA,1910000,19100,120,1,64,,0
30221,Snowball CXIV,500,Festival Charges,1663,Special Edition Festival Assets,100,0.1,0,100,,,1
30222,Melted Snowball CX,976,Festival Charges Expired,1663,Special Edition Festival Assets,100,1,0,100,,,1
30223,QA Mega Module,353,QA Module,,NA,1,1,0,1,,,0
30227,OLD Legion Defensive - Adaptive Augmenter Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30228,OLD Legion Defensive - Nanobot Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30229,OLD Legion Defensive - Augmented Plating Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30230,OLD Legion Defensive - Warfare Processor Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30232,OLD Tengu Defensive - Adaptive Shielding Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30233,OLD Tengu Defensive - Amplification Node Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30234,OLD Tengu Defensive - Supplemental Screening Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30235,OLD Tengu Defensive - Warfare Processor Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30237,OLD Proteus Defensive - Adaptive Augmenter Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30238,OLD Proteus Defensive - Nanobot Injector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30239,OLD Proteus Defensive - Augmented Plating Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30240,OLD Proteus Defensive - Warfare Processor Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30242,OLD Loki Defensive - Adaptive Shielding Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30243,OLD Loki Defensive - Adaptive Augmenter Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30244,OLD Loki Defensive - Amplification Node Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30245,OLD Loki Defensive - Warfare Processor Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30247,Standalone Warfare Processor,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30248,Emergent Combat Analyzer,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30249,Nanoassembler Ligaments,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30250,Nanoelectromechanical Sheets,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30251,Neurovisual Input Matrix,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30252,Thermoelectric Catalysts,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30253,generic item 5,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30254,Electromechanical Hull Sheeting,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30255,Thermal Diffusion Film,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30256,Generic Hull Salvage 4,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30257,Generic Hull Salvage 5,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30258,Resonance Calibration Matrix,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30259,Melted Nanoribbons,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30260,Ruined Scraps 3,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30261,Ruined Scraps 4,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30262,Intact Coolant Regulator,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30263,Intact Particle Emitter,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30264,Intact Field Harmonic Regulator,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30265,Intact Sleeper AI Control Core,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30266,Intact Secondary Power Couples,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30267,Intact Plasma Conduit,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30268,Jump Drive Control Nexus,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30269,Defensive Control Node,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30270,Central System Controller,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30271,Emergent Combat Intelligence,966,Ancient Salvage,1862,Ancient Salvaged Materials,0,0.01,0,1,,,1
30272,Sleeper Ward Console,967,Wormhole Minerals,,NA,0,0.01,0,1,,,0
30273,Abandoned Sleeper Enclave,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30274,Eroded Sleeper Thermoelectric Converter,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30275,Exposed Sleeper Interlink Hub,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30276,Crippled Sleeper Preservation Conduit,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30277,Malfunctioning Sleeper Multiplex Forwarder,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30278,Decrepit Talocan Outpost Core,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30279,Collapsed Talocan Observation Dome,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30280,Offline Talocan Reactor Spire,319,Large Collidable Structure,,NA,100000,100000000,10000,1,,,0
30293,Sleeper Preservation Conduit,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30294,Talocan Observation Dome,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30295,Talocan Outpost Core,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30298,Talocan Reactor Spire,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30299,Sleeper Enclave,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30300,Sleeper Thermoelectric Converter,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30301,Sleeper Multiplex Forwarder,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30302,Sleeper Interlink Hub,226,Large Collidable Object,,NA,100000,100000000,10000,1,,,0
30303,Fulleroferrocene,974,Hybrid Polymers,1860,Polymer Materials,0,0.1,0,1,,,1
30304,PPD Fullerene Fibers,974,Hybrid Polymers,1860,Polymer Materials,0,0.5,0,1,,,1
30305,Fullerene Intercalated Graphite,974,Hybrid Polymers,1860,Polymer Materials,0,0.8,0,1,4,,1
30306,Methanofullerene,974,Hybrid Polymers,1860,Polymer Materials,0,0.75,0,1,,,1
30307,Lanthanum Metallofullerene,974,Hybrid Polymers,1860,Polymer Materials,0,1,0,1,,,1
30308,Scandium Metallofullerene,974,Hybrid Polymers,1860,Polymer Materials,0,0.65,0,1,,,1
30309,Graphene Nanoribbons,974,Hybrid Polymers,1860,Polymer Materials,0,1.5,0,1,,,1
30310,Carbon-86 Epoxy Resin,974,Hybrid Polymers,1860,Polymer Materials,0,0.4,0,1,,,1
30311,C3-FTM Acid,974,Hybrid Polymers,1860,Polymer Materials,0,0.2,0,1,,,1
30312,Nanotori Polymers,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30313,Nanobud Polymers,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30314,Fullero-Ferrocene,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30315,generic item 6,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30316,Polyfullerene Condensate,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30317,generic item 4,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30318,Plutonium Metallofullerene,967,Wormhole Minerals,,NA,0,5,0,1,,,0
30319,Polymer 17,967,Wormhole Minerals,,NA,0,0,0,1,,,0
30320,Polymer 18,967,Wormhole Minerals,,NA,0,0,0,1,,,0
30321,Polymer 19,967,Wormhole Minerals,,NA,0,0,0,1,,,0
30322,Polymer 20,967,Wormhole Minerals,,NA,0,0,0,1,,,0
30324,Defensive Subsystem Technology,270,Science,375,Science,0,0.01,0,1,,15000000,1
30325,Core Subsystem Technology,270,Science,375,Science,0,0.01,0,1,,15000000,1
30326,Electronic Subsystem Technology,270,Science,,NA,0,0.01,0,1,,10000000,0
30327,Offensive Subsystem Technology,270,Science,375,Science,0,0.01,0,1,,15000000,1
30328,Civilian Stasis Webifier,65,Stasis Web,683,Stasis Webifiers,0,5,0,1,,,1
30329,Civilian Stasis Webifier Blueprint,145,Stasis Web Blueprint,,NA,0,0.01,0,1,4,224880,1
30342,Civilian Thermal Dissipation Field,77,Shield Hardener,1692,Thermal Shield Hardeners,10000,20,0,1,,1800,1
30343,Civilian Thermal Dissipation Field Blueprint,157,Shield Hardener Blueprint,,NA,0,0.01,0,1,,750000,1
30344,Fulleroferrocene Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30345,PPD Fullerene Fibers Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30346,Fullerene Intercalated Graphite Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30347,defunct reaction 4,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30348,Lanthanum Metallofullerene Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30349,Scandium Metallofullerene Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30350,Graphene Nanoribbons Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30351,Carbon-86 Epoxy Resin Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30352,C3-FTM Acid Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30353,defunct reaction 3,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30354,defunct reaction 2,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30355,defunct reaction 1,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30356,defunct reaction 6,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30357,defunct reaction 7,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30358,defunct reaction 5,882,Enslavement Programs,,NA,0,1,0,1,,15000000,0
30365,Webber Drone,286,Minor Threat,,NA,3500,250,235,1,,,0
30366,Runner Drone,286,Minor Threat,,NA,3500,250,235,1,,,0
30368,Methanofullerene Reaction,977,Hybrid Reactions,,NA,0,1,0,1,,15000000,0
30369,Angel Rookie,286,Minor Threat,,NA,2112000,21120,100,1,2,,0
30370,Fullerite-C50,711,Harvestable Cloud,1859,Fullerenes,0,1,0,1,,,1
30371,Fullerite-C60,711,Harvestable Cloud,1859,Fullerenes,0,1,0,1,,,1
30372,Fullerite-C70,711,Harvestable Cloud,1859,Fullerenes,0,1,0,1,,,1
30373,Fullerite-C72,711,Harvestable Cloud,1859,Fullerenes,0,2,0,1,,,1
30374,Fullerite-C84,711,Harvestable Cloud,1859,Fullerenes,0,2,0,1,,,1
30375,Fullerite-C28,711,Harvestable Cloud,1859,Fullerenes,0,2,0,1,,,1
30376,Fullerite-C32,711,Harvestable Cloud,1859,Fullerenes,0,5,0,1,,,1
30377,Fullerite-C320,711,Harvestable Cloud,1859,Fullerenes,0,5,0,1,,,1
30378,Fullerite-C540,711,Harvestable Cloud,1859,Fullerenes,0,10,0,1,,,1
30379,Blood Raider Rookie,286,Minor Threat,,NA,2810000,28100,120,1,4,,0
30380,Guristas Rookie,286,Minor Threat,,NA,1500100,15001,45,1,1,,0
30381,Serpentis Rookie,286,Minor Threat,,NA,2450000,24500,60,1,8,,0
30382,Amarr Subsystems Data Interface,979,Decryptors - Hybrid,,NA,1,1,0,1,4,,1
30383,Caldari Subsystems Data Interface,979,Decryptors - Hybrid,,NA,1,1,0,1,1,,1
30384,Minmatar Subsystems Data Interface,979,Decryptors - Hybrid,,NA,1,1,0,1,2,,1
30385,Gallente Subsystems Data Interface,979,Decryptors - Hybrid,,NA,1,1,0,1,8,,1
30386,R.Db.- Hybrid Technology,716,Data Interfaces,,NA,0,1,0,1,,,1
30387,R.Db.- Hybrid Technology Blueprint,356,Tool Blueprint,,NA,0,0.01,0,1,,,0
30388,Arena_GA_MainStructure01,226,Large Collidable Object,,NA,2000,2000,0,1,8,,0
30389,Subsystem Assembly Array,397,Assembly Array,932,Assembly Arrays,200000000,17000,2000000,1,,100000000,1
30391,Omni Effect Beacon,920,Effect Beacon,,NA,1,20,0,250,,,1
30392,OLD Legion Offensive - Drone Synthesis Projector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30393,OLD Legion Offensive - Assault Optimization Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30394,OLD Legion Offensive - Liquid Crystal Magnifiers Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30395,OLD Legion Offensive - Covert Reconfiguration Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30397,OLD Tengu Offensive - Accelerated Ejection Bay Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30398,OLD Tengu Offensive - Rifling Launcher Pattern Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30399,OLD Tengu Offensive - Magnetic Infusion Basin Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30400,OLD Tengu Offensive - Covert Reconfiguration Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30402,OLD Proteus Offensive - Dissonic Encoding Platform Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30403,OLD Proteus Offensive - Hybrid Propulsion Armature Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30404,OLD Proteus Offensive - Drone Synthesis Projector Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30405,OLD Proteus Offensive - Covert Reconfiguration Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30407,OLD Loki Offensive - Turret Concurrence Registry Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30408,OLD Loki Offensive - Projectile Scoping Array Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30409,OLD Loki Offensive - Hardpoint Efficiency Configuration Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30410,OLD Loki Offensive - Covert Reconfiguration Blueprint,1891,Depricated Subsystem Blueprints,,NA,0,0.01,0,1,,,0
30412,Caldari Arena MainStructure,226,Large Collidable Object,,NA,0,0,0,1,1,,0
30413,Arena_GA_SmallStructure01,226,Large Collidable Object,,NA,2000,2000,0,1,8,,0
30414,Caldari Arena SmallStructure,226,Large Collidable Object,,NA,0,0,0,1,1,,0
30416,Arena_GA_CenterFX01,226,Large Collidable Object,,NA,0,0,0,1,8,,0
30419,Caldari Arena CenterPiece,226,Large Collidable Object,,NA,0,0,0,1,1,,0
30420,Civilian EM Ward Field,77,Shield Hardener,1695,EM Shield Hardeners,10000,20,0,1,,75000,1
30421,Civilian EM Ward Field Blueprint,157,Shield Hardener Blueprint,,NA,0,0.01,0,1,,750000,1
30422,Civilian Explosive Deflection Field,77,Shield Hardener,1694,Explosive Shield Hardeners,10000,20,0,1,,75000,1
30423,Civilian Explosive Deflection Field Blueprint,157,Shield Hardener Blueprint,,NA,0,0.01,0,1,,750000,1
30424,Civilian Kinetic Deflection Field,77,Shield Hardener,1693,Kinetic Shield Hardeners,10000,20,0,1,,75000,1
30425,Civilian Kinetic Deflection Field Blueprint,157,Shield Hardener Blueprint,,NA,0,0.01,0,1,,750000,1
30426,Phantasmata Missile,386,Cruise Missile,,NA,1250,0.05,0,100,,7500,0
30428,Praedormitan Missile,385,Heavy Missile,,NA,1000,0.03,0,100,,2000,0
30430,Oneiric Missile,384,Light Missile,,NA,700,0.015,0,100,,370,0
30434,Arena_MM_CenterPiece01,226,Large Collidable Object,,NA,0,0,0,1,2,,0
30435,Arena_GA_CenterPiece01,226,Large Collidable Object,,NA,0,0,0,1,8,,0
30436,Infested Lookout Ruins,226,Large Collidable Object,,NA,0,0,0,1,,,0
30439,mobilestorage,226,Large Collidable Object,,NA,0,0,0,1,,,0
30440,RedCloud,226,Large Collidable Object,,NA,0,0,0,1,,,0
30444,Comet - Fire Comet Copy,226,Large Collidable Object,,NA,1E+35,20,0,250,,,0
30446,Comet - Dark Comet Copy,226,Large Collidable Object,,NA,1E+35,20,0,250,,,0
30447,Comet - Gold Comet Copy,226,Large Collidable Object,,NA,1E+35,20,0,250,,,0
30448,Comet - Toxic Comet Copy,226,Large Collidable Object,,NA,1E+35,20,0,250,,,0
30449,Gas Cloud 1 Copy,226,Large Collidable Object,,NA,10,100,0,200,,,0
30451,Arena_AM_CenterPiece01,226,Large Collidable Object,,NA,0,0,0,1,4,,0
